Lao Script,Transliteration,English Translation,Word Type
ການວາງແຜນຍຸດທະສາດ,Strategic Planning,Strategic planning,noun
ການບໍລິຫານຄວາມສ່ຽງອົງກອນ,ERM,Enterprise risk mgmt,noun
ວັດທະນະທຳອົງກອນ,Org Culture,Organizational culture,noun
ພາວະຜູ້ນຳ,Leadership,Leadership,noun
ການເຮັດວຽກເປັນທີມທີ່ມີປະສິດທິພາບ,Effective Teamwork,Effective teamwork,noun
ການສື່ສານພາຍໃນອົງກອນ,Internal Comms,Internal communications,noun
ການເຈລະຈາຕໍ່ຮອງທາງທຸລະກິດ,Business Negotiation,Business negotiation,noun
ການແກ້ໄຂບັນຫາທີ່ຊັບຊ້ອນ,Complex Problem Solving,Complex problem solving,noun
ຄວາມຄິດແບບວິພາກ,Critical Thinking,Critical thinking,noun
ຄວາມຄິດສ້າງສັນແລະນະວັດຕະກຳ,Creativity & Innovation,Creativity/Innovation,noun
ຄວາມສາມາດໃນການປັບຕົວ,Adaptability,Adaptability,noun
ຄວາມສະຫຼາດທາງອາລົມ,Emotional Intelligence,Emotional intelligence,noun
ການຄຸ້ມຄອງເວລາ,Time Management,Time management,noun
ຈັນຍາບັນໃນການເຮັດວຽກ,Work Ethics,Work ethics,noun
ຄວາມເປັນມືອາຊີບ,Professionalism,Professionalism,noun
ການບໍລິການລູກຄ້າທີ່ດີເລີດ,Excellence Service,Excellence service,noun
ຄວາມພໍໃຈຂອງລູກຄ້າ,Customer Satisfaction,Customer satisfaction,noun
ການສ້າງຄວາມພັນທະກັບລູກຄ້າ,Customer Loyalty,Customer loyalty,noun
ການຕະຫຼາດຜ່ານສື່ສັງຄົມ,Social Media Marketing,Social media marketing,noun
ການສ້າງຍີ່ຫໍ້ໃຫ້ເປັນທີ່ຮູ້ຈັກ,Brand Awareness,Brand awareness,noun
ການວິເຄາະຄູ່ແຂ່ງ,Competitor Analysis,Competitor analysis,noun
ແຜນທຸລະກິດ,Business Plan,Business plan,noun
ການລະດົມທຶນແບບສະຕາດອັບ,Startup Funding,Startup funding,noun
ຜູ້ຮ່ວມລົງທຶນ,Venture Capital,Venture capital,noun
ການເຕີບໂຕແບບກ້າວກະໂດດ,Exponential Growth,Exponential growth,noun
ມາດຕະຖານການຜະລິດ,Production Standard,Production standard,noun
ການຄວບຄຸມຄຸນນະພາບ,Quality Control,Quality control,noun
ການເພີ່ມຜົນຜະລິດ,Productivity Improvement,Productivity improvement,noun
ຕ່ອງໂສ້ອຸປະທານດິຈິຕອນ,Digital Supply Chain,Digital supply chain,noun
ການຂົນສົ່ງອັດສະລິຍະ,Smart Logistics,Smart logistics,noun
ຄວາມຍືນຍົງຂອງທຸລະກິດ,Business Sustainability,Business sustainability,noun
ຄວາມຮັບຜິດຊອບຕໍ່ຜູ້ມີສ່ວນໄດ້ສ່ວນເສຍ,Stakeholder Resp,Stakeholder resp,noun
ການປະເມີນຜົນກະທົບ,Impact Assessment,Impact assessment,noun
ຂໍ້ມູນຂ່າວສານ,Information,Information,noun
ການຄົ້ນຄວ້າແລະພັດທະນາ,R&D,Research & Development,noun
ສິດທິບັດແລະເຄື່ອງໝາຍການຄ້າ,Patents & Trademarks,Patents/Trademarks,noun
ຊັບສິນທາງປັນຍາ,Intellectual Property,Intellectual property,noun
ການປ້ອງກັນການລະເມີດລິຂະສິດ,Copyright Protection,Copyright protection,noun
ຈັນຍາບັນທາງວິທະຍາສາດ,Scientific Ethics,Scientific ethics,noun
ຄວາມກ້າວໜ້າທາງເຕັກໂນໂລຊີ,Tech Advancement,Tech advancement,noun
ຍຸກແຫ່ງຂໍ້ມູນຂ່າວສານ,Information Age,Information age,noun
ສັງຄົມແຫ່ງການຮຽນຮູ້,Learning Society,Learning society,noun
ອະນາຄົດຂອງມະນຸດຊາດ,Future of Humanity,Future of humanity,noun
ຄວາມຫວັງແລະສັນຕິພາບ,Hope & Peace,Hope and peace,noun
ການຮ່ວມມືທົ່ວໂລກ,Global Collaboration,Global collaboration,noun
ມິດຕະພາບທີ່ຍືນຍົງ,Lasting Friendship,Lasting friendship,noun
ຄວາມສໍາເລັດທີ່ຍິ່ງໃຫຍ່,Great Success,Great success,noun
ການເລີ່ມຕົ້ນໃໝ່,New Beginning,New beginning,noun
ຄວາມສຸກທີ່ແທ້ຈິງ,True Happiness,True happiness,noun
ຄວາມໝາຍຂອງຊີວິດ,Meaning of Life,Meaning of life,noun
ໂລກທີ່ໜ້າຢູ່,Liveable World,Liveable world,noun
ສິ່ງແວດລ້ອມທີ່ສະອາດ,Clean Environment,Clean environment,noun
ອາກາດທີ່ບໍລິສຸດ,Pure Air,Pure air,noun
ນ້ຳທີ່ໃສສະອາດ,Clear Water,Clear water,noun
ພະລັງງານສະອາດ,Clean Energy,Clean energy,noun
ການອະນຸລັກທຳມະຊາດ,Nature Conservation,Nature conservation,noun
ຄວາມຫຼາກຫຼາຍທາງວັດທະນະທຳ,Cultural Diversity,Cultural diversity,noun
ການເຄົາລົບເຊິ່ງກັນແລະກັນ,Mutual Respect,Mutual respect,noun
ຄວາມເຂົ້າໃຈລະຫວ່າງປະເທດ,Intl Understanding,Intl understanding,noun
ຄວາມສາມັກຄີປອງດອງ,Solidarity & Harmony,Solidarity/Harmony,noun
ອະນາຄົດທີ່ສົດໃສຂອງເດັກນ້ອຍ,Bright Future for Kids,Bright future for kids,noun
ການສຶກສາທີ່ມີຄຸນນະພາບ,Quality Education,Quality education,noun
ໂອກາດທີ່ເທົ່າທຽມ,Equal Opportunity,Equal opportunity,noun
ຄວາມຍຸຕິທຳສຳລັບທຸກຄົນ,Justice for All,Justice for all,noun
ໂລກທີ່ບໍ່ມີສົງຄາມ,World without War,World without war,noun
ສັນຕິພາບທົ່ວໂລກ,Global Peace,Global peace,noun
ຄວາມຮັກທີ່ບໍ່ມີຂອບເຂດ,Limitless Love,Limitless love,noun
ຄວາມເມດຕາຕໍ່ສັດ,Kindness to Animals,Kindness to animals,noun
ການປົກປ້ອງໂລກ,Protecting the Earth,Protecting the Earth,noun
ຄວາມຮັບຜິດຊອບຮ່ວມກັນ,Shared Responsibility,Shared responsibility,noun
ການກະທຳທີ່ດີ,Good Deeds,Good deeds,noun
ຈິດໃຈທີ່ເຂັ້ມແຂງ,Strong Spirit,Strong spirit,noun
ຮ່າງກາຍທີ່ແຂງແຮງ,Healthy Body,Healthy body,noun
ຊີວິດທີ່ສົມດຸນ,Balanced Life,Balanced life,noun
ການພັດທະນາຕົນເອງ,Self-development,Self-development,noun
ຄວາມກະຕັນຍູຕໍ່ພໍ່ແມ່,Gratitude to Parents,Gratitude to parents,noun
ຄວາມຮັກແພງພີ່ນ້ອງ,Brotherly Love,Brotherly love,noun
ຄວາມຊື່ສັດຕໍ່ເພື່ອນ,Loyalty to Friends,Loyalty to friends,noun
ຄວາມຈິງໃຈຕໍ່ທຸກຄົນ,Sincerity to All,Sincerity to all,noun
ຄວາມດີງາມຂອງສັງຄົມ,Social Goodness,Social goodness,noun
ແຮງບັນດານໃຈໃນການດຳເນີນຊີວິດ,Life Inspiration,Life inspiration,noun
ຄວາມມຸ່ງໝັ້ນສູ່ເປົ້າໝາຍ,Commitment to Goals,Commitment to goals,noun
ຄວາມພາກພຽນທີ່ບໍ່ຢຸດຢັ້ງ,Relentless Diligence,Relentless diligence,noun
ຄວາມສໍາເລັດໃນວິຊາຊີບ,Professional Success,Professional success,noun
ຄວາມໝັ້ນຄົງທາງການເງິນ,Financial Stability,Financial stability,noun
ຄວາມພໍໃຈໃນສິ່ງທີ່ມີ,Contentment,Contentment,noun
ຄວາມສະຫງົບທາງໃຈ,Inner Peace,Inner peace,noun
ສະມາທິແລະປັນຍາ,Meditation & Wisdom,Meditation/Wisdom,noun
ການໃຫ້ທີ່ບໍ່ຫວັງຜົນຕອບແທນ,Selfless Giving,Selfless giving,noun
ຄວາມດີທີ່ຍືນຍົງ,Enduring Goodness,Enduring goodness,noun
ຊື່ສຽງທີ່ດີ,Good Reputation,Good reputation,noun
ກຽດຕິຍົດແລະສັກສີ,Honor & Dignity,Honor and dignity,noun
ຄວາມພາກພູມໃຈໃນຊາດ,National Pride,National pride,noun
ການປົກປັກຮັກສາວັດທະນະທຳ,Preserving Culture,Preserving culture,noun
ມູນເຊື້ອທີ່ດີງາມ,Fine Heritage,Fine heritage,noun
ການສືບທອດຄວາມຮູ້,Passing on Knowledge,Passing on knowledge,noun
ການຮຽນຮູ້ສິ່ງໃໝ່ໆ,Learning New Things,Learning new things,noun
ຄວາມຄິດທີ່ກ້າວໄກ,Visionary Thinking,Visionary thinking,noun
ນະວັດຕະກຳເພື່ອມວນມະນຸດ,Innovation for Mankind,Innovation for mankind,noun
ເຕັກໂນໂລຊີທີ່ເປັນມິດ,Friendly Technology,Friendly technology,noun
ການເຊື່ອມຕໍ່ທົ່ວໂລກ,Global Connectivity,Global connectivity,noun
ຂໍ້ມູນທີ່ຖືກຕ້ອງ,Accurate Information,Accurate information,noun
ການຕັດສິນໃຈທີ່ສະຫຼາດ,Smart Decision,Smart decision,noun
ການວາງແຜນທີ່ຮອບຄອບ,Careful Planning,Careful planning,noun
ຄວາມສຳເລັດທີ່ຍືນຍົງ,Sustainable Success,Sustainable success,noun
ຄວາມຮັກໃນການຮຽນຮູ້,Love of Learning,Love of learning,noun
ຄວາມມ່ວນຊື່ນໃນການເຮັດວຽກ,Joy in Work,Joy in work,noun
ມິດຕະພາບທີ່ດີ,Good Friendship,Good friendship,noun
ຄວາມເຂົ້າໃຈທີ່ດີ,Good Understanding,Good understanding,noun
ຄວາມເຊື່ອໝັ້ນເຊິ່ງກັນແລະກັນ,Mutual Trust,Mutual trust,noun
ການສະໜັບສະໜູນເຊິ່ງກັນແລະກັນ,Mutual Support,Mutual support,noun
ຄວາມສາມັກຄີຄືພະລັງ,Unity is Power,Unity is power,noun
ຄວາມສຳເລັດຂອງທີມ,Team Success,Team success,noun
ການສະເຫຼີມສະຫຼອງຄວາມສຳເລັດ,Celebrating Success,Celebrating success,noun
ຄວາມສຸກຂອງຄອບຄົວ,Family Happiness,Family happiness,noun
ຄວາມອົບອຸ່ນໃນເຮືອນ,Warmth in Home,Warmth in home,noun
ສຸຂະພາບທີ່ດີຂອງທຸກຄົນ,Health for All,Health for all,noun
ໂລກທີ່ສວຍງາມ,Beautiful World,Beautiful world,noun
ທ້ອງຟ້າທີ່ສົດໃສ,Bright Sky,Bright sky,noun
ດອກໄມ້ທີ່ເບັ່ງບານ,Blooming Flowers,Blooming flowers,noun
ຕົ້ນໄມ້ທີ່ຂຽວງາມ,Green Trees,Green trees,noun
ສຽງເພງແຫ່ງຄວາມສຸກ,Song of Happiness,Song of happiness,noun
ຮອຍຍິ້ມທີ່ຈິງໃຈ,Sincere Smile,Sincere smile,noun
ແສງສະຫວ່າງແຫ່ງປັນຍາ,Light of Wisdom,Light of wisdom,noun
ເສັ້ນທາງສູ່ຄວາມສຳເລັດ,Path to Success,Path to success,noun
ອະນາຄົດທີ່ເຮົາສ້າງໄດ້,Future We Can Create,Future we can create,noun
ຄວາມຫວັງທີ່ບໍ່ສິ້ນສຸດ,Endless Hope,Endless hope,noun
ຄວາມພະຍາຍາມທີ່ເຫັນຜົນ,Fruitful Effort,Fruitful effort,noun
ຄວາມມຸ່ງໝັ້ນທີ່ແນ່ວແນ່,Unwavering Commitment,Unwavering commitment,noun
ຄວາມກ້າວໜ້າທີ່ບໍ່ຢຸດຢັ້ງ,Steady Progress,Steady progress,noun
ຄວາມສໍາເລັດທີ່ລໍຖ້າຢູ່,Awaiting Success,Awaiting success,noun
Lao Script,Transliteration,English Translation,word type
ສະຖາປັດຕະຍະກຳຄລາວ,Sa tha pat ta nya gam Cloud,Cloud Architecture,noun
ການຈັດການຊັບພະຍາກອນ,Gan chat gan xap pha nya gon,Resource Management,noun
ຄວາມປອດໄພຂັ້ນສູງ,Khuam pot phai khan soong,Advanced Security,noun
ການຢັ້ງຢືນຕົວຕົນທາງຊີວະພາບ,Yeun yan tua ton bio,Biometric Auth,noun
ການເຂົ້າລະຫັດປາຍທາງ,Gan khao ra hat pai thang,End-to-end Encryption,noun
ຄວາມໜ້າເຊື່ອຖືຂອງລະບົບ,Khuam na xeuam theu,System Reliability,noun
ການກວດສອບອັດຕະໂນມັດ,Gan guat sop at ta no mat,Automated Audit,noun
ບັດເຄຣດິດສະເໝືອນ,Bat credit sa meuan,Virtual Credit Card,noun
ວົງເງິນສິນເຊື່ອ,Vong ngin sin xeu,Credit Limit,noun
ການຊຳລະເງິນແບບໄຮ້ສາມຜັດ,Xam la ngin contactless,Contactless Payment,noun
ສະກຸນເງິນດີຈີຕອນທະນາຄານກາງ,CBDC,Central Bank Digital Currency,noun
ລະບົບນິເວດການເງິນ,Ra bop ni vet gan ngin,Financial Ecosystem,noun
ການວິເຄາະຄວາມສ່ຽງທາງການເງິນ,Vi khaw khuam siang,Financial Risk Analysis,noun
ຄວາມຍືນຍົງທາງການເງິນ,Yeun yong set tha git,Financial Sustainability,noun
ການບໍລິຫານຄວາມຮັ່ງມີ,Bo ri han khuam hang mee,Wealth Management,noun
ການລົງທຶນທີ່ມີຄວາມຮັບຜິດຊອບ,Long thun hap phit xop,Responsible Investing,noun
ເສດຖະສາດພຶດຕິກຳ,Set tha xat pheut ti gam,Behavioral Economics,noun
ການປະມວນຜົນຂໍ້ມູນຂະໜາດມະຫາສານ,Pa muan phon Big Data,Big Data Processing,noun
ການຮຽນຮູ້ຂອງເຄື່ອງຈັກ,Machine Learning,Machine Learning,noun
ລະບົບປະສາດທຽມ,Neural Network,Neural Network,noun
ປັນຍາປະດິດແບບໂຕ້ຕອບ,Interactive AI,Interactive AI,noun
ການວິເຄາະຄວາມຮູ້ສຶກ,Sentiment Analysis,Sentiment Analysis,noun
ການຮັບຮູ້ໃບໜ້າ,Gan hap hoo bai na,Facial Recognition,noun
ການຮັບຮູ້ສຽງ,Gan hap hoo siang,Voice Recognition,noun
ຄວາມເປັນຈິງສະເໝືອນ,Virtual Reality,Virtual Reality,noun
ໂລກຄູ່ຂະໜານດິຈິຕອນ,Digital Twin,Digital Twin,noun
ອິນເຕີເນັດສຳລັບທຸກສິ່ງ,IoT,Internet of Things,noun
ເມືອງອັດສະລິຍະ,Meuang at sa ri nya,Smart City,noun
ຕາໜ່າງໄຟຟ້າອັດສະລິຍະ,Smart Grid,Smart Grid,noun
ການຂົນສົ່ງແບບອັດຕະໂນມັດ,Autonomous Transport,Autonomous Transport,noun
ພະລັງງານໄຮໂດຣເຈນ,Hydrogen Energy,Hydrogen Energy,noun
ການກັກເກັບຄາບອນ,Carbon Capture,Carbon Capture,noun
ເສດຖະກິດໝູນວຽນ,Circular Economy,Circular Economy,noun
ການພັດທະນາແບບຍືນຍົງ,SDGs,Sustainable Development,noun
ຄວາມຮັບຜິດຊອບຕໍ່ສັງຄົມຂອງອົງກອນ,CSR,Corporate Social Resp,noun
ການບໍລິຫານຈັດການແບບໂປ່ງໃສ,Transparent Mgmt,Transparent Mgmt,noun
ການຕ້ານການຟອກເງິນ,Anti-money laundering,Anti-money laundering,noun
ການກວດສອບຄວາມຖືກຕ້ອງຂອງຂໍ້ມູນ,Data Validation,Data Validation,noun
ການເຊື່ອມໂຍງລະບົບ,System Integration,System Integration,noun
ການພັດທະນາຊອບແວແບບວ່ອງໄວ,Agile Development,Agile Development,noun
ການໂຕ້ຕອບລະຫວ່າງມະນຸດແລະຄອມພິວເຕີ,HCI,Human-Computer Interaction,noun
ຄວາມປອດໄພຂອງຊອບແວ,Software Security,Software Security,noun
ການທົດສອບຄວາມປອດໄພ,Penetration Testing,Penetration Testing,noun
ການບໍລິຫານຈັດການວິກິດ,Crisis Management,Crisis Management,noun
ການວາງແຜນສືບທອດທຸລະກິດ,BCP,Business Continuity Planning,noun
ວັດທະນະທຳນະວັດຕະກຳ,Innovation Culture,Innovation Culture,noun
ການສ້າງແຮງບັນດານໃຈ,Inspiration,Inspiration,noun
ຄວາມເປັນຜູ້ນຳແບບປ່ຽນຜ່ານ,Transformational Leadership,Leadership,noun
ການສື່ສານຍຸດທະສາດ,Strategic Communication,Strategic Communication,noun
ການສ້າງເຄືອຂ່າຍທຸລະກິດ,Business Networking,Business Networking,noun
ການຮ່ວມທຶນ,Joint Venture,Joint Venture,noun
ການຄວບລວມກິດຈະການ,M&A,Mergers & Acquisitions,noun
ຄວາມໄດ້ປຽບທາງການແຂ່ງຂັນ,Competitive Advantage,Competitive Advantage,noun
ການຕະຫຼາດແບບເຈາະຈົງ,Target Marketing,Target Marketing,noun
ການສ້າງປະສົບການລູກຄ້າ,Customer Experience,Customer Experience,noun
ຄວາມຈົງຮັກພັກດີຕໍ່ແບຣນ,Brand Loyalty,Brand Loyalty,noun
ການວິເຄາະຄວາມຕ້ອງການ,Requirement Analysis,Requirement Analysis,noun
ການອອກແບບລະບົບນິເວດ,Ecosystem Design,Ecosystem Design,noun
ຄວາມຫຼາກຫຼາຍທາງຊີວະພາບ,Biodiversity,Biodiversity,noun
ການອະນຸລັກພັນທຸກຳ,Genetic Conservation,Genetic Conservation,noun
ເຕັກໂນໂລຊີຊີວະພາບ,Biotechnology,Biotechnology,noun
ນາໂນເຕັກໂນໂລຊີ,Nanotechnology,Nanotechnology,noun
ການສຳຫຼວດອະວະກາດ,Space Exploration,Space Exploration,noun
ຟີຊິກຄວັນຕັມ,Quantum Physics,Quantum Physics,noun
ຄອມພິວເຕີຄວັນຕັມ,Quantum Computing,Quantum Computing,noun
ການເຂົ້າລະຫັດຄວັນຕັມ,Quantum Encryption,Quantum Encryption,noun
ຄວາມຮູ້ແຈ້ງ,Enlightenment,Enlightenment,noun
ສັດຈະທຳ,Satchatham,Absolute Truth,noun
ປັນຍາທິຄຸນ,Panya thikhun,Great Wisdom,noun
ເມດຕາທຳ,Metta tham,Compassion,noun
ສັນຕິສຸກ,Santi suk,Inner Peace,noun
ຄວາມຫຼຸດພົ້ນ,Khuam loot phon,Liberation,noun
ອະນິດຈັງ,Anitchang,Impermanence,noun
ທຸກຂັງ,Thukkhang,Suffering / Stress,noun
ອະນັດຕາ,Anatta,Non-self,noun
ກົດແຫ່ງກຳ,Got haeng gam,Law of Karma,noun
ຄວາມກະຕັນຍູກະຕະເວທີ,Gratitude,Gratitude / Requital,noun
ສາມັກຄີທຳ,Samakkee tham,Unity in Ethics,noun
ຄວາມອົດທົນອົດກັ້ນ,Tolerance,Tolerance / Forbearance,noun
ຄວາມຊື່ສັດສຸຈະລິດ,Integrity,Integrity,noun
ຄວາມຍຸດຕິທຳສາກົນ,International Justice,Global Justice,noun
ສິດທິມະນຸດຂັ້ນພື້ນຖານ,Fundamental Human Rights,Human Rights,noun
ເສລີພາບທາງຄວາມຄິດ,Freedom of Thought,Freedom of Thought,noun
ການຢູ່ຮ່ວມກັນຢ່າງສັນຕິ,Peaceful Coexistence,Peaceful Coexistence,noun
ມິດຕະພາບໄຮ້ພົມແດນ,Borderless Friendship,Borderless Friendship,noun
ການແລກປ່ຽນວັດທະນະທຳ,Cultural Exchange,Cultural Exchange,noun
ມໍລະດົກໂລກ,World Heritage,World Heritage,noun
ການອະນຸລັກສິລະປະ,Art Conservation,Art Conservation,noun
ຈັນຍາບັນສື່ມວນຊົນ,Media Ethics,Media Ethics,noun
ເສລີພາບຂອງສື່,Freedom of Press,Freedom of Press,noun
ການເຂົ້າເຖິງຂໍ້ມູນຂ່າວສານ,Access to Information,Access to Info,noun
ຄວາມຮູ້ດ້ານສື່,Media Literacy,Media Literacy,noun
ການສຶກສາຕະຫຼອດຊີວິດ,Lifelong Education,Lifelong Education,noun
ສັງຄົມແຫ່ງປັນຍາ,Knowledge Society,Knowledge Society,noun
ການພັດທະນາມະນຸດ,Human Development,Human Development,noun
ຄຸນນະພາບຊີວິດ,Quality of Life,Quality of Life,noun
ຄວາມໝັ້ນຄົງທາງອາຫານ,Food Security,Food Security,noun
ຄວາມໝັ້ນຄົງທາງພະລັງງານ,Energy Security,Energy Security,noun
ການປ້ອງກັນພະຍາດລະບາດ,Pandemic Prevention,Pandemic Prevention,noun
ລະບົບສາທາລະນະສຸກສາກົນ,Global Health System,Global Health,noun
ຄວາມສະເໝີພາບທາງການສຶກສາ,Education Equality,Education Equality,noun
ໂອກາດທີ່ເທົ່າທຽມກັນ,Equal Opportunity,Equal Opportunity,noun
ການລົບລ້າງຄວາມທຸກຍາກ,Poverty Eradication,Poverty Eradication,noun
ຄວາມຍືນຍົງຂອງໂລກ,Global Sustainability,Global Sustainability,noun
ຄວາມຮັບຜິດຊອບຮ່ວມກັນ,Shared Responsibility,Shared Responsibility,noun
ອະນາຄົດຂອງຄົນລຸ້ນຫຼັງ,Future Generations,Future Generations,noun
ຄວາມຫວັງອັນສູງສົ່ງ,Noble Hope,Noble Hope,noun
ຄວາມສຳເລັດທີ່ຍືນຍົງ,Sustainable Success,Sustainable Success,noun
ຄວາມສຸກທີ່ແທ້ຈິງ,True Happiness,True Happiness,noun
ການປ່ຽນແປງທີ່ສ້າງສັນ,Constructive Change,Constructive Change,noun
ພະລັງແຫ່ງຄວາມດີ,Power of Goodness,Power of Goodness,noun
ຈິດວິນຍານທີ່ເຂັ້ມແຂງ,Strong Soul,Strong Soul,noun
ຄວາມຮັກທີ່ບໍ່ມີເງື່ອນໄຂ,Unconditional Love,Unconditional Love,noun
ການໃຫ້ອະໄພ,Forgiveness,Forgiveness,verb/noun
ຄວາມເຫັນອົກເຫັນໃຈ,Empathy,Empathy,noun
ຄວາມເອື້ອເຟື້ອເພື່ອແຜ່,Generosity,Generosity,noun
ຄວາມສຸພາບຮຽບຮ້ອຍ,Politeness,Politeness,noun
ຄວາມອ່ອນນ້ອມຖ່ອມຕົວ,Humility,Humility,noun
ຄວາມກ້າຫານທາງຈິດໃຈ,Moral Courage,Moral Courage,noun
ຄວາມພາກພຽນທີ່ບໍ່ຢຸດຢັ້ງ,Relentless Perseverance,Diligence,noun
ຄວາມຊື່ສັດຕໍ່ຕົນເອງ,Honesty to Self,Self-honesty,noun
ຄວາມເຊື່ອໝັ້ນໃນມະນຸດຊາດ,Faith in Humanity,Faith in Humanity,noun
ໂລກແຫ່ງສັນຕິພາບ,World of Peace,World of Peace,noun
ອະນາຄົດທີ່ສົດໃສ,Bright Future,Bright Future,noun
ແສງສະຫວ່າງແຫ່ງຄວາມຫວັງ,Light of Hope,Light of Hope,noun
ເສັ້ນທາງສູ່ຄວາມຮຸ່ງເຮືອງ,Path to Prosperity,Path to Prosperity,noun
ການຮ່ວມມືລະຫວ່າງຊາດ,International Collaboration,Collaboration,noun
ຄວາມສາມັກຄີທົ່ວໂລກ,Global Solidarity,Solidarity,noun
ການພັດທະນາທີ່ສົມດຸນ,Balanced Development,Balanced Development,noun
ເຕັກໂນໂລຊີເພື່ອມະນຸດ,Tech for Humanity,Tech for Humanity,noun
ນະວັດຕະກຳສີຂຽວ,Green Innovation,Green Innovation,noun
ການປົກປ້ອງໂລກສີຂຽວ,Protecting Green Earth,Conservation,noun
ອາກາດທີ່ບໍລິສຸດສຳລັບທຸກຄົນ,Clean Air for All,Clean Air,noun
ນ້ຳດື່ມທີ່ປອດໄພ,Safe Drinking Water,Safe Water,noun
ພະລັງງານສະອາດແລະລາຄາຖືກ,Affordable Clean Energy,Clean Energy,noun
ການກຳຈັດຂີ້ເຫຍື້ອຢ່າງຖືກວິທີ,Waste Management,Waste Mgmt,noun
ການລີໄຊເຄິນອັດສະລິຍະ,Smart Recycling,Recycling,noun
ຄວາມປອດໄພທາງດິຈິຕອນ,Digital Safety,Digital Safety,noun
ການປົກປ້ອງຄວາມເປັນສ່ວນຕົວ,Privacy Protection,Privacy Protection,noun
ການສື່ສານທີ່ໂປ່ງໃສ,Transparent Comms,Transparent Comms,noun
ການເຂົ້າເຖິງເຕັກໂນໂລຊີ,Access to Tech,Access to Tech,noun
ຄວາມເທົ່າທຽມທາງດິຈິຕອນ,Digital Equality,Digital Equality,noun
ການຮຽນຮູ້ຜ່ານສື່ດິຈິຕອນ,Digital Learning,Digital Learning,noun
ທັກສະໃນສະຕະວັດທີ 21,21st Century Skills,Skills,noun
ຄວາມຄິດລິເລີ່ມສ້າງສັນ,Creative Initiative,Initiative,noun
ຄວາມມຸ່ງໝັ້ນສູ່ຄວາມເປັນເລີດ,Commitment to Excellence,Excellence,noun
ຄວາມພາກພູມໃຈໃນຜົນງານ,Pride in Work,Pride,noun
ຄວາມຮັບຜິດຊອບຕໍ່ໜ້າທີ່,Responsibility to Duty,Duty,noun
ການເຮັດວຽກຢ່າງມືອາຊີບ,Professional Work,Professionalism,noun
ຈັນຍາບັນທາງທຸລະກິດ,Business Ethics,Business Ethics,noun
ຄວາມໂປ່ງໃສໃນການບໍລິຫານ,Transparency in Admin,Transparency,noun
ການກວດສອບທີ່ຍຸດຕິທຳ,Fair Audit,Audit,noun
